dataset,dataset_type,variable,variable_label,package,fn,fn_url,resource1_text,resource1_url
ADIS,BDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,PARAM,Derive a list of parameter,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,ORIG,Derive original AVAL variable for Laboratory Immunology Data ADaM domain,admiralvaccine,derive_var_aval_adis,https://pharmaverse.github.io/admiralvaccine/reference/derive_var_aval_adis.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,LOG10,Derive log 10 of AVAL variable for Laboratory Immunology Data ADaM domain,admiralvaccine,derive_var_aval_adis,https://pharmaverse.github.io/admiralvaccine/reference/derive_var_aval_adis.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,4FOLD,Derive 4 fold AVAL variable for Laboratory Immunology Data ADaM domain,admiralvaccine,derive_var_aval_adis,https://pharmaverse.github.io/admiralvaccine/reference/derive_var_aval_adis.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,LOG10 4FOLD,Derive log 10 of 4 fold AVAL variable for Laboratory Immunology Data ADaM domain,admiralvaccine,derive_var_aval_adis,https://pharmaverse.github.io/admiralvaccine/reference/derive_var_aval_adis.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,SERCAT1N,Derive SERCAT1N variable,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,BASE,Calculate BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,ABLFL,Derive analysis baseline flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,R2BASE,Derive ratio to baseline,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,CRIT1FL,Derive criterion 1 evaluation result flag as character,admiralvaccine,derive_vars_crit,https://pharmaverse.github.io/admiralvaccine/reference/derive_vars_crit.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,CRIT1FN,Derive criterion 1 evaluation result flag as numeric,admiralvaccine,derive_vars_crit,https://pharmaverse.github.io/admiralvaccine/reference/derive_vars_crit.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,APERSDT,Derive period start date,admiral,create_period_dataset,https://pharmaverse.github.io/admiral/reference/create_period_dataset.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,APEREDT,Derive period end date,admiral,create_period_dataset,https://pharmaverse.github.io/admiral/reference/create_period_dataset.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,TRTA,Derive actual treatment,admiral,create_period_dataset,https://pharmaverse.github.io/admiral/reference/create_period_dataset.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADIS,BDS,TRTP,Derive planned treatment,admiral,create_period_dataset,https://pharmaverse.github.io/admiral/reference/create_period_dataset.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adis.R
ADLB,BDS,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,TRTEDT,Derive treatment end date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,PARAMCD,Add PARAMCD from LOOK-UP table,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,PARAM,Add PARAM from LOOK-UP table,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,PARAMN,Add PARAMN from LOOK-UP table,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,"PARAMCD=""BASO""",Derive absolute Basophils,admiral,derive_param_wbc_abs,https://pharmaverse.github.io/admiral/reference/derive_param_wbc_abs.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,"PARAMCD=""LYMPH""",Derive absolute Lymphocytes,admiral,derive_param_wbc_abs,https://pharmaverse.github.io/admiral/reference/derive_param_wbc_abs.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ONTRTFL,Derive on-treatment flag,admiral,derive_var_ontrtfl,https://pharmaverse.github.io/admiral/reference/derive_var_ontrtfl.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ABLFL,Derive baseline flags,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ANRIND,Calculate reference range indicator,admiral,derive_var_anrind,https://pharmaverse.github.io/admiral/reference/derive_var_anrind.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,BASE,Calculate BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,BASEC,Calculate BASEC,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,BNRIND,Calculate BNRIND,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,"DTYPE=""MAXIMUM""",Get maximum value,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,"DTYPE=""MINIMUM""",Get minimum value,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,"DTYPE=""LOV""",Get LOV value,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,PCHG,Derive percent change from baseline,admiral,derive_var_pchg,https://pharmaverse.github.io/admiral/reference/derive_var_pchg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ATOXGRL,Derive toxicity grade for low values,admiral,derive_var_atoxgr_dir,https://pharmaverse.github.io/admiral/reference/derive_var_atoxgr_dir.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ATOXGRH,Derive toxicity grade for high values,admiral,derive_var_atoxgr_dir,https://pharmaverse.github.io/admiral/reference/derive_var_atoxgr_dir.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ATOXGR,Derives character lab grade based on high and low severity/toxicity grade(s),admiral,derive_var_atoxgr,https://pharmaverse.github.io/admiral/reference/derive_var_atoxgr.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,BTOXGRL,Derive baseline toxicity grade for low values,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,BTOXGRH,Derive baseline toxicity grade for high values,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,BTOXGR,Derive baseline toxicity grade for for overall grade,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,R2BASE,Derive ratio to baseline,admiral,derive_var_analysis_ratio,https://pharmaverse.github.io/admiral/reference/derive_var_analysis_ratio.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,R2ANRHI,Derive ratio to analysis range upper limit,admiral,derive_var_analysis_ratio,https://pharmaverse.github.io/admiral/reference/derive_var_analysis_ratio.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,R2ANRLO,Derive ratio to analysis range lower limit,admiral,derive_var_analysis_ratio,https://pharmaverse.github.io/admiral/reference/derive_var_analysis_ratio.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,SHIFT1,Derive shift from baseline for analysis indicator,admiral,derive_var_shift,https://pharmaverse.github.io/admiral/reference/derive_var_shift.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,SHIFT2,Derive shift from baseline for overall grade,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ANL01FL,Flag last result within an analysis visit for post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,LVOTFL,Flag last valid on-treatment record,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLB,BDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlb.R
ADLBHY,OCCDS,BILI_LBSEQ,Bilirubin sequence number,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlbhy.R
ADLBHY,OCCDS,BILI_DT,Bilirubin date,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlbhy.R
ADLBHY,OCCDS,BILI_CRITFL,Bilirubin critical flag,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlbhy.R
ADLBHY,OCCDS,"PARAMCD=""HYSLAW""",Assign flags for contribution to potential Hy's Law event,admiral,derive_var_merged_exist_flag,https://pharmaverse.github.io/admiral/reference/derive_var_merged_exist_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adlbhy.R
ADMH,OCCDS,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,TRTEDT,Derive treatment end date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,DTHDT,Derive death date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,EOSDT,Derive end of study date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,ASTDT,Derive analysis start date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AENDT,Derive analysis end date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,ASTDY,Derive analysis start relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AENDY,Derive analysis end relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AOCCFL,Derive 1st occurrence within subject flag,admiral,derive_var_extreme_flag,https://pharmaverse.github.io/admiral/reference/derive_var_extreme_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AOCCPFL,Derive 1st occurrence of preferred term flag,admiral,derive_var_extreme_flag,https://pharmaverse.github.io/admiral/reference/derive_var_extreme_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AOCCSFL,Derive 1st occurrence of system organ class flag,admiral,derive_var_extreme_flag,https://pharmaverse.github.io/admiral/reference/derive_var_extreme_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AOCPFL,Derive company specific occurrence flag variable,admiral,derive_var_extreme_flag,https://pharmaverse.github.io/admiral/reference/derive_var_extreme_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AOCPPFL,Derive company specific occurrence flag variable,admiral,derive_var_extreme_flag,https://pharmaverse.github.io/admiral/reference/derive_var_extreme_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,AOCPSFL,Derive company specific occurrence flag variable,admiral,derive_var_extreme_flag,https://pharmaverse.github.io/admiral/reference/derive_var_extreme_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,NA,Derive query variables,admiral,derive_vars_query,https://pharmaverse.github.io/admiral/reference/derive_vars_query.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,MHTERMN,Derive company specific medical history term variable,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADOE,ADSL,ABLFL,Derive analysis baseline flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,ANL01FL,Derive flag last result within a visit and timepoint for baseline and post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,ANL02FL,Derive flag last result within a PARAMCD for baseline & post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,BASE,Calculate BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,BASEC,Calculate BASEC,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,ONTRTFL,Derive on-treatment flag,admiral,derive_var_ontrtfl,https://pharmaverse.github.io/admiral/reference/derive_var_ontrtfl.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,PARAM,Derive a list of parameter,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,PARAMCD,Derive a list of parameter codes,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,PCHG,Derive percent change from baseline,admiral,derive_var_pchg,https://pharmaverse.github.io/admiral/reference/derive_var_pchg.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,STUDYEYE,Derive study eye,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,TRTEDT,Derive treatment end date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADOE,ADSL,WORS01FL,Derive flag worst result within a PARAMCD for baseline & post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_adoe.R
ADPC,OCCDS,ADT,Derive date from datetimes,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADTM,Derive datetime from a date character vector,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADTM_next,Derive next analysis datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADTM_prev,Derive previous analysis datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENDT,Derive analysis end date from datetime,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENDTM,Derive analysis end datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENTMF,Derive analysis end time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENDTM_next,Derive next analysis end datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENDTM_prev,Derive previous analysis end datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENTM,Derive analysis end time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AFRLT,Derive actual relative time from first dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ARRLT,Derive actual relative time from reference dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTDT,Derive analysis start date from datetime,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTDTM,Derive analysis start datetime and time imput. flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTTMF,Derive analysis start time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ATM,Derive time from datetimes,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ATMF,Derive analysis time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AVISIT_next,Derive next analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
